,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,label
0,0.0,0.99109876,0.0,0.17805836,0.11312633,0.0015983302,0.117789306,0.6847832,0.22156239,0.109171234,0.6693568,0.9022587,0.5300624,0.04643555,0.08619557,0.9288002,0.21522847,0.027355198,0.7375178,0.040708452,0.13823652,0.053954102,0.9965582,0.24822493,0.23367666,0.85539937,0.5090091,0.040454462,0.33688512,0.91274965,0.28581372,0.6073938,0.6588906,0.631216,0.14945215,0.34716594,0.0,0.11106502,0.86922127,1.0964323,0.0,0.89604795,0.11267421,0.6838093,0.8207766,0.21615314,0.18192664,0.23246208,0.0,1.0009265,0.049388,0.54765284,0.21999666,0.19221973,0.90397173,0.27181962,0.0,0.49954423,0.08432343,0.056036755,0.43691182,0.68087494,0.20604512,0.7699059,0.7266166,1.0684655,0.7780431,0.18987863,1.0016303,0.11456928,0.81840724,0.44140753,0.1490122,0.0,0.24167421,0.3471032,0.21170178,1.1029407,0.22640246,0.6194839,0.0,1.0307449,0.20444703,0.22008397,0.34202093,0.8701248,0.108967714,0.0,1.001891,0.0,0.8689567,0.8596649,0.75803727,0.17454973,0.13682044,0.15643997,0
1,0.46415544,0.5791715,0.453873,0.047048725,0.2876507,0.0,0.52769744,0.5354119,0.23754786,0.15196918,0.17964964,0.50537425,0.62731206,0.47882524,0.05264517,0.0,0.06785342,0.0,0.11923234,0.3121067,0.15128511,0.53210765,0.015046235,0.025933338,0.051828306,0.06880286,0.36651534,0.2756098,0.03680163,0.43826324,0.3731637,0.32124647,0.2830255,0.094205335,0.30858934,0.54431283,0.59614205,0.3816285,0.5595911,0.0052429363,0.41989493,0.08951934,0.7252405,0.66747403,0.08203158,0.5375294,0.68169665,0.7920958,0.09677622,0.045180697,0.0,0.53090173,0.3008587,0.49281964,0.57820725,0.6896129,0.83948356,0.6319331,0.5950342,0.6199061,0.6557517,0.0875465,0.04427129,0.26241562,0.15164652,0.058758136,0.030107327,0.05687374,0.30133906,0.07326108,0.048397347,0.19136658,0.6213114,0.74045354,0.0284335,0.004089378,0.2351296,0.09121344,0.39480263,0.47943667,0.6166932,0.08969143,0.08492683,0.26051402,0.19350217,0.4033782,0.5702711,0.3033697,0.17020294,0.0,0.09599233,0.16189626,0.18353161,0.1685633,0.54369867,0.0072774664,1
2,0.3887958,0.38749257,0.40509126,0.3541884,0.024518028,0.0,0.48182285,0.13509722,0.09967687,0.24342631,0.0977619,0.25920814,0.43723154,0.33619833,0.05651299,0.46744317,0.23406123,0.19609815,0.64148676,0.46392998,0.2309426,0.298238,0.5347054,0.17545341,0.64266396,0.36711055,0.05492489,0.25271523,0.0,0.19685833,0.28776193,0.09488505,0.6308559,0.55969286,0.2771706,0.6118812,0.2889438,0.45010835,0.5840983,0.42096525,0.5561219,0.28932944,0.0,0.33244407,0.5441994,0.09273149,0.18124424,0.137751,0.3522992,0.0,0.28789607,0.46423203,0.0,0.16416742,0.011355646,0.3363064,0.12571375,0.15780583,0.2747381,0.053001866,0.18790223,0.3282832,0.45165566,0.072763555,0.0,0.37305316,0.50767136,0.43009555,0.30992115,0.3113746,0.0,0.23955856,0.21130072,0.53178394,0.34690666,0.20653835,0.11019151,0.468927,0.5503272,0.054638036,0.5498794,0.0,0.24482407,0.066333875,0.45563486,0.053785004,0.0,0.0,0.146251,0.23701538,0.3495005,0.20551637,0.5801765,0.11810191,0.4368572,0.16993186,2
3,0.13118736,0.0,0.040444754,0.15650512,0.15130204,0.025399232,0.43615508,0.42418692,0.347825,0.09307944,0.06579422,0.18682984,0.26294205,0.0,0.11241787,0.09654014,0.29867148,0.57231474,0.31829262,0.0,0.022263598,0.0,0.40948638,0.039937884,0.32913613,0.44755802,0.6388792,0.15937512,0.6876525,0.0,0.13955656,0.4946369,0.0,0.78450084,0.4919385,0.0,0.085589096,0.0,0.10164031,0.5944809,0.44419616,0.53227955,0.6458951,0.13737261,0.39606112,0.40571845,0.0,0.5994665,0.0,0.6307477,0.038472388,0.0,0.4712216,0.15967643,0.6526167,0.23908766,0.52567196,0.062880054,0.5043239,0.22868536,0.0,0.49221286,0.17942888,0.02570906,0.5648819,0.13658708,0.61570954,0.43415275,0.06863925,0.53236586,0.6959898,0.13197538,0.07035032,0.0,0.40652102,0.37204385,0.29371226,0.61942226,0.28416502,0.0,0.0,0.15951757,0.07048202,0.09616141,0.6092255,0.80101305,0.5653027,0.46694595,0.5606722,0.18351021,0.03771103,0.58794004,0.12018624,0.038025115,0.29235178,0.36020747,3
4,0.3421424,0.64655626,0.4433332,0.0,0.03500721,0.0,0.4641752,0.45346546,0.015131056,0.20881946,0.05365524,0.6945297,0.47932225,0.45061207,0.101703264,0.14100255,0.0,0.0,0.11508821,0.39453757,0.18483815,0.41561267,0.2665024,0.025585495,0.0,0.13915852,0.31122226,0.26417035,0.0,0.5809693,0.4205746,0.3782979,0.5438967,0.0623151,0.051577225,0.6517899,0.6328311,0.519035,0.70451266,0.21608585,0.39424095,0.15352435,0.43308818,0.538916,0.1816886,0.38039443,0.6320696,0.5191741,0.043739274,0.19058624,0.0,0.55059016,0.19683203,0.3488367,0.5167795,0.50015366,0.5750967,0.6917466,0.3544524,0.32652223,0.6485518,0.02263958,0.04741005,0.2391978,0.23539528,0.13226283,0.07066629,0.0,0.42944527,0.0,0.057399135,0.1239053,0.51501393,0.65075934,0.030657643,0.0,0.058599323,0.25885335,0.32084048,0.52304447,0.4825219,0.08860351,0.2594259,0.24362372,0.0,0.35844854,0.43042076,0.15831345,0.23174135,0.0,0.20566005,0.114171505,0.17722023,0.0,0.4833599,0.0,1
5,0.3028381,0.6599241,0.4646867,0.0,0.3419622,0.0,0.49248224,0.5852537,0.13390407,0.15399608,0.11471976,0.6753067,0.58294475,0.53587,0.028350914,0.0,0.018910099,0.0,0.1278755,0.31679952,0.13190868,0.641974,0.011765614,0.0,0.020894252,0.0,0.2826121,0.24215797,0.0,0.6081717,0.402231,0.29786366,0.45555472,0.0,0.11736241,0.6574608,0.7036035,0.4930747,0.52787,0.0,0.2868768,0.0,0.50944024,0.66226906,0.042339295,0.5186157,0.8411846,0.696585,0.06812996,0.023651287,0.0,0.6448039,0.20616716,0.4663152,0.47944152,0.79100657,0.7215326,0.7377653,0.3901363,0.45077747,0.8096715,0.0,0.020690903,0.26384738,0.1059344,0.115794644,0.060292985,0.0,0.40412012,0.0,0.0,0.2313319,0.65748906,0.7429772,0.014110453,0.0852017,0.13014558,0.0072386563,0.27099478,0.62933755,0.5345335,0.12050673,0.15082884,0.28454325,0.04471028,0.3049597,0.46728483,0.2094908,0.16250023,0.0,0.10465957,0.07748649,0.14812702,0.15655324,0.586578,0.067767926,1
6,0.44566602,0.15770316,0.43134126,0.27585527,0.031070925,0.0,0.754808,0.11033752,0.15747316,0.4905084,0.0,0.2890913,0.31395704,0.3091006,0.08933087,0.3678404,0.4032339,0.51370203,0.65238154,0.42232516,0.43099472,0.20922154,0.6128767,0.31518468,0.6134694,0.324669,0.19657531,0.31954283,0.11021512,0.0,0.2850988,0.17083272,0.46600786,0.83690965,0.33795068,0.59269637,0.37964466,0.32259798,0.26559547,0.5124754,0.8034926,0.35873365,0.24607354,0.10061711,0.7500551,0.124511756,0.032656595,0.22502398,0.33611143,0.018823802,0.18137833,0.2041477,0.015221182,0.21140882,0.031730793,0.32325923,0.1868658,0.021711692,0.3074447,0.0,0.0,0.19868639,0.44226724,0.0,0.0,0.0848491,0.60980314,0.59236217,0.17441052,0.5291752,0.012770519,0.020177629,0.2156814,0.5591691,0.49515343,0.25507,0.043395,0.57116485,0.55415577,0.0,0.47422522,0.007867519,0.23451188,0.06425932,0.4945305,0.050637487,0.096772425,0.15274894,0.15965745,0.32410523,0.14529614,0.32984215,0.60625523,0.043270454,0.41275254,0.2769822,2
7,0.41941398,0.5193704,0.57728463,0.28847796,0.35721287,0.0,0.543628,0.1837002,0.20486942,0.33332315,0.30730096,0.40799624,0.43925428,0.447037,0.03981615,0.36797222,0.23659681,0.2701944,0.5302867,0.53070235,0.31613484,0.47020528,0.3951363,0.23003171,0.52594084,0.25671232,0.087201156,0.32816023,0.0,0.2861405,0.39195332,0.0244954,0.63787526,0.5113587,0.3221215,0.6955244,0.39735383,0.5071727,0.44033435,0.2537602,0.6013442,0.2047784,0.17910728,0.3608565,0.52684796,0.24305505,0.32905343,0.34197852,0.5255317,0.06769661,0.40142626,0.4925435,0.053995147,0.23821622,0.19654828,0.4608698,0.3248332,0.27873206,0.23667002,0.16034296,0.33307797,0.14249283,0.4064966,0.22551823,0.052335676,0.22236922,0.5276061,0.46859667,0.3643894,0.22135077,0.008180518,0.15013762,0.42722827,0.6637749,0.250993,0.30961564,0.14653814,0.23535722,0.37259632,0.25019798,0.6455349,0.29492176,0.21733837,0.05083147,0.4498926,0.1932402,0.03924618,0.29842764,0.23155344,0.369096,0.4117535,0.30470225,0.5669636,0.33594736,0.49474806,0.2530148,2
8,0.46685785,0.34919474,0.5149141,0.28459018,0.036207363,0.0,0.64957213,0.081912056,0.13752165,0.30627877,0.0,0.2781653,0.36714184,0.3547677,0.052615084,0.25462598,0.34062374,0.2586741,0.61985964,0.49590805,0.17783907,0.28397554,0.41923332,0.19776048,0.65670776,0.29906377,0.071597025,0.31488448,0.0,0.0,0.29236376,0.10421488,0.5433677,0.67309356,0.26379406,0.63945305,0.22278677,0.6256894,0.3290958,0.3243145,0.6607764,0.2023476,0.17064622,0.20983627,0.48301336,0.16386524,0.2203629,0.13767183,0.52525663,0.0,0.2646988,0.28215563,0.0911942,0.18399112,0.0,0.27453595,0.2258575,0.13316223,0.22805059,0.08847143,0.21068653,0.2515664,0.43135357,0.0,0.0,0.12268678,0.5124158,0.5341943,0.12443413,0.36323518,0.028743539,0.19372246,0.24821055,0.6797917,0.4112659,0.15079457,0.033339594,0.35865784,0.5577729,0.0,0.6138435,0.0,0.19592908,0.051429715,0.4150604,0.010869287,0.18896571,0.057288058,0.03341151,0.28830585,0.1954645,0.13516414,0.5567787,0.09686527,0.5035853,0.23436874,2
9,0.14462511,0.7409153,0.0043589137,0.86368674,1.034143,0.0,0.048743676,0.6940757,0.74762374,0.14802474,0.9687861,0.0,0.7814992,0.0,0.107356854,0.73428893,0.05396983,0.14846739,0.9257784,0.0,0.134182,0.93660647,0.0,0.17534162,0.95913756,0.03391331,0.03330848,0.07362187,0.27442947,0.76605016,0.03029555,0.0,0.0,0.025963873,0.9819102,0.5117297,0.28727496,0.0,0.0,0.18643561,0.029635422,0.0,0.46473372,0.85244524,0.17542335,0.07417485,0.07478416,0.85792965,0.15667391,0.10471878,0.8590077,0.90123266,0.34433573,0.14906585,0.1178031,1.0991036,0.078755155,0.0,0.8103208,0.79555917,0.5475893,0.7924483,1.0641677,0.78540176,0.0,0.7973041,0.0,0.3307911,0.0,0.16319752,0.005524844,0.8990227,0.75578433,0.2666013,0.6749696,0.21698046,0.9068438,0.060855374,0.6949189,0.69147396,0.43220654,0.75897,0.056667164,0.10957529,1.0692973,0.050224423,0.21792626,0.15659603,0.0,0.24663778,0.2990862,0.26990768,0.79849344,0.98773724,0.18750118,0.0380119,4
