,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,label
0,0.0,0.4602953,0.0,0.032155678,0.101118684,0.30704445,0.0,0.45047083,0.08492829,0.29445982,0.33855963,0.48873368,0.0,0.35602912,0.0,0.5233831,0.008373871,0.075197294,0.0,0.24087223,0.06801282,0.17235722,0.4939842,0.25713444,0.0,0.8129324,0.16345541,0.28507036,0.13342395,0.6684084,0.79811,0.3980453,0.36563393,0.112635784,0.0,0.0,0.0,0.0,0.7176375,0.50472236,0.16584113,0.38038474,0.0,0.3800019,0.0,0.056653377,0.0,0.0,0.0,0.57999694,0.1703715,0.16982323,0.07439323,0.065464154,0.6148685,0.0,0.16851854,0.32962242,0.0,0.2446741,0.0,0.2599282,0.10187936,0.32456258,0.6380048,0.35668045,0.2948952,0.0695926,0.591833,0.01803141,0.60985863,0.01704932,0.04521823,0.0,0.0,0.08538996,0.42562705,0.39516795,0.17722824,0.75176644,0.0,0.5647306,0.5959659,0.66787386,0.15918656,0.68368244,0.009327695,0.17563803,0.4886499,0.13497156,0.68829894,0.28320402,0.30251008,0.13316807,0.0,0.020014137,0
1,0.0,0.56761044,0.038633477,0.03557752,0.1594529,0.2297566,0.0405401,0.52000314,0.059059843,0.13594127,0.30703482,0.35939753,0.1507929,0.29761708,0.0,0.30520704,0.0,0.084450364,0.089599475,0.1527515,0.035826687,0.33397788,0.41734093,0.1282265,0.0,0.54949903,0.25000083,0.2840697,0.07752697,0.585319,0.5763997,0.44801006,0.3645588,0.010717757,0.0,0.0,0.0,0.0,0.5594747,0.42215365,0.18066745,0.34793,0.09733157,0.66257465,0.01736059,0.17255126,0.0,0.13477191,0.057401963,0.387222,0.1483724,0.30252972,0.13114117,0.25062558,0.42716885,0.22220156,0.3439068,0.4695311,0.16751328,0.42437297,0.0,0.38963515,0.08106555,0.3430417,0.39844337,0.3671313,0.26303405,0.083540805,0.5007587,0.0,0.4648855,0.2520376,0.22805528,0.09495918,0.0,0.1469233,0.27860135,0.31248164,0.30419892,0.6754069,0.0,0.3307997,0.46425205,0.5990449,0.16073191,0.49230382,0.17336166,0.15376112,0.36696053,0.10258372,0.45002964,0.26760083,0.35204375,0.14028256,0.0,0.10361737,1
2,0.0,0.26544163,0.034071997,0.046808843,0.085389316,0.12290779,0.07596403,0.2582724,0.05313923,0.15670478,0.120470285,0.19997792,0.106593035,0.14246555,0.0,0.104522794,0.055390723,0.054765753,0.06369655,0.12364589,0.067354664,0.1841487,0.23355778,0.10526448,0.0,0.26560903,0.13404824,0.21298346,0.022032667,0.22803634,0.28846672,0.21990389,0.17225032,0.08011363,0.026800938,0.0,0.0,0.0,0.26042867,0.2249782,0.13577682,0.16539913,0.09736003,0.3931921,0.024278358,0.15252718,0.0,0.12645102,0.110656805,0.22871058,0.10482395,0.157327,0.067166284,0.1652695,0.20154452,0.12239561,0.24207091,0.2939839,0.16394785,0.25991666,0.0,0.19554296,0.028332649,0.12115107,0.22885728,0.15298751,0.16107047,0.11925604,0.20385708,0.08140266,0.23621859,0.13023439,0.18394592,0.06504579,0.0,0.085685104,0.13710229,0.188851,0.18302159,0.33977017,0.0,0.1624006,0.24905375,0.257425,0.09552272,0.23417781,0.14792988,0.1500079,0.16841507,0.07477194,0.16957864,0.15295252,0.12674128,0.12313135,0.0033887476,0.104233146,1
3,0.0,0.56153184,0.19271144,0.0124935955,0.2634639,0.1585854,0.16553552,0.26576892,0.0782582,0.23229069,0.46822497,0.26318052,0.11700937,0.45467344,0.0,0.42124203,0.09190759,0.14823607,0.30890173,0.38701242,0.24446982,0.31717145,0.4062679,0.30421346,0.323407,0.47688684,0.08460658,0.1057371,0.026071716,0.6501765,0.47306564,0.17411658,0.45495537,0.113726035,0.0,0.0,0.0,0.0,0.4791761,0.4290406,0.33397102,0.2500788,0.0,0.54010546,0.19049145,0.0,0.0,0.045536757,0.25568536,0.13049275,0.22650182,0.5541103,0.0,0.17448679,0.19961771,0.23088244,0.05669965,0.37521586,0.1075232,0.37375063,0.0,0.43872634,0.07592571,0.3285337,0.19251126,0.43054268,0.29306233,0.21139663,0.48923665,0.0,0.21312362,0.2582052,0.36576685,0.15582547,0.18112312,0.09089137,0.16068184,0.23683994,0.47520137,0.62013584,0.0,0.33357584,0.45500243,0.52910924,0.24628848,0.29883915,0.09943084,0.1261294,0.29768977,0.16477501,0.46413127,0.16678518,0.6958444,0.26894027,0.013557889,0.07335268,2
4,0.0,0.26328588,0.2652586,0.072044335,0.2611348,0.16265175,0.31961805,0.0451067,0.0386431,0.2754486,0.17877793,0.16223522,0.11149616,0.3095092,0.0,0.205598,0.27233377,0.3387245,0.44419557,0.39431512,0.32630298,0.22659363,0.18908915,0.3529285,0.44800696,0.23891503,0.031308383,0.13146119,0.01689867,0.13101809,0.1443424,0.0,0.31153426,0.32939807,0.047016963,0.0,0.0,0.0,0.09720196,0.1119183,0.37023282,0.17243376,0.0,0.26932082,0.40004474,0.079632685,0.0,0.07914076,0.40532485,0.0063235797,0.24700838,0.2492117,0.0,0.11231172,0.0,0.25779614,0.017135203,0.21073052,0.21457395,0.18408279,0.0,0.36061615,0.015963772,0.089885175,0.0,0.14550862,0.33113176,0.3153936,0.09463256,0.08462408,0.00488697,0.15683046,0.2866733,0.19375023,0.41181877,0.15034325,0.027383193,0.2009697,0.32740313,0.11644088,0.0,0.10512029,0.3605294,0.11646642,0.30688456,0.0022561997,0.08224432,0.21025336,0.0780886,0.20117544,0.05601371,0.10248102,0.44443005,0.19692129,0.21307333,0.14002684,2
5,0.0,0.07125747,0.16671291,0.38626623,0.028047182,0.072087154,0.23559831,0.14446999,0.07744927,0.0,0.019474804,0.081098825,0.43515813,0.18641952,0.0,0.0,0.48136726,0.55604625,0.33071417,0.17550108,0.17682275,0.0,0.19132598,0.11909139,0.40937376,0.032322172,0.57061136,0.23145515,0.3372028,0.0,0.0,0.3545354,0.049994305,0.43960997,0.40136376,0.0,0.0,0.0,0.0,0.19340566,0.21818916,0.26269436,0.32116652,0.34519523,0.37404662,0.5271702,0.0,0.4525777,0.0,0.32584766,0.04423961,0.013558164,0.37869173,0.38053697,0.18168998,0.37010098,0.31234774,0.14286041,0.4279741,0.0,0.0,0.20914498,0.0,0.0,0.29354402,0.0,0.6520623,0.4994711,0.261469,0.44485414,0.43978438,0.14591089,0.06753439,0.11733244,0.0,0.5770233,0.053616792,0.373591,0.056124084,0.05728873,0.0,0.09643072,0.44245908,0.20523748,0.28759557,0.24293737,0.3679419,0.3335424,0.19611189,0.08604724,0.021222733,0.44576916,0.055617776,0.14681038,0.25784013,0.5318721,3
6,0.0,0.22315884,0.027031314,0.42936906,0.028443292,0.0,0.30692688,0.40880635,0.0,0.0,0.0,0.043510832,0.53740543,0.058267944,0.0,0.0,0.47530055,0.5890448,0.35136044,0.0,0.005310841,0.0,0.3655824,0.0,0.6210695,0.11277064,0.73588175,0.41084623,0.4903903,0.0,0.0,0.5544058,0.068278,0.47745967,0.5090457,0.0,0.0,0.0,0.0,0.4102124,0.25631535,0.41468275,0.49205133,0.6929286,0.3826443,0.53131855,0.0,0.708537,0.0,0.43207973,0.0,0.0,0.5490494,0.3459854,0.3057909,0.48695838,0.48943958,0.21271479,0.7221963,0.14652324,0.0,0.4571524,0.05748277,0.0,0.5317781,0.0,0.64626956,0.5934148,0.08366021,0.5562737,0.6588894,0.50284845,0.0053332597,0.100445405,0.076622725,0.61999166,0.07314409,0.5575386,0.18562222,0.0,0.0,0.0,0.7319922,0.1517589,0.4964015,0.2487851,0.6378497,0.37093574,0.09765974,0.0,0.0,0.5877187,0.0,0.12835899,0.29299864,0.5320425,3
7,0.0,0.37555897,0.15588328,0.15235667,0.22204132,0.27930403,0.0353279,0.27755874,0.21140565,0.048918113,0.42413786,0.23407379,0.27129465,0.34562176,0.0,0.30215687,0.2061001,0.27440107,0.30683345,0.38259596,0.24559397,0.17956199,0.43840477,0.26606637,0.1076234,0.4473177,0.26149747,0.15829232,0.07990355,0.4064906,0.407144,0.19842798,0.27497077,0.07429451,0.06265877,0.0,0.0,0.0,0.41676036,0.30731398,0.11322011,0.25870112,0.05332212,0.40567386,0.12871912,0.2710388,0.0,0.08602438,0.056631908,0.2812086,0.1843794,0.4653485,0.10571539,0.23127192,0.32538116,0.26172015,0.09774152,0.27031365,0.09300599,0.21597789,0.0,0.27758214,0.025984941,0.3267118,0.41732004,0.36320403,0.43567252,0.19555977,0.57328427,0.06942109,0.4907408,0.11936709,0.2112252,0.076712474,0.0,0.31231666,0.16823463,0.3032628,0.18431981,0.49965474,0.0,0.46214807,0.39184055,0.5228511,0.20316708,0.49590084,0.11881414,0.18490346,0.44421542,0.22082576,0.5413448,0.40430522,0.5058732,0.24882272,0.098141044,0.21636677,4
8,0.0,0.6068771,0.10803815,0.0,0.399926,0.0,0.084412366,0.5007328,0.03780701,0.011579361,0.43591723,0.029584408,0.28599453,0.09913221,0.0,0.35774767,0.0,0.055572167,0.3875618,0.0,0.0026357695,0.5496973,0.20954755,0.051314957,0.7074822,0.15057519,0.07532794,0.060064416,0.19401842,0.6585134,0.12441309,0.075349286,0.18444964,0.0,0.16882098,0.0,0.0,0.0,0.28274307,0.44280386,0.24296163,0.14814875,0.16113433,0.6442383,0.09844388,0.0,0.0,0.3560658,0.2434434,0.07610499,0.25403404,0.4462518,0.16719045,0.03974066,0.03711028,0.42490286,0.09154262,0.26400435,0.45008433,0.6459317,0.0,0.8160149,0.031691767,0.41107756,0.18469569,0.63301134,0.16276474,0.1922248,0.09374435,0.0,0.22300754,0.8013702,0.48164827,0.06786359,0.47432134,0.13908575,0.25026736,0.19807856,0.5782198,0.3766444,0.0,0.1040683,0.3241769,0.12001298,0.458014,0.015638448,0.30019048,0.017049223,0.019324556,0.014598213,0.33555648,0.06788985,0.61591905,0.40247917,0.08406589,0.09116971,4
9,0.0,0.51476395,0.08704663,0.016038671,0.055521667,0.14157481,0.18894045,0.33947608,0.05591041,0.1433939,0.23825327,0.41803107,0.16683652,0.4511033,0.0,0.3065168,0.07922055,0.11957312,0.15857114,0.3347934,0.1775744,0.19772746,0.4825551,0.22115028,0.06726644,0.61917025,0.16379666,0.21853232,0.0,0.4666859,0.616649,0.3566487,0.5015523,0.06576131,0.0,0.0,0.0,0.0,0.54638463,0.3849718,0.30807942,0.37035996,0.0,0.6468712,0.14409488,0.13097644,0.0,0.01853342,0.036549717,0.24181984,0.0,0.35528404,0.073853694,0.24764183,0.25412965,0.16943866,0.25699833,0.4577954,0.05479626,0.26100796,0.0,0.31701654,0.017961683,0.24627233,0.29173195,0.24930093,0.3684749,0.06422001,0.46044353,0.0,0.34135005,0.12498152,0.049893856,0.15486628,0.0,0.19054869,0.041204013,0.3417819,0.32935888,0.5281689,0.0,0.2559442,0.60186327,0.5521197,0.1816107,0.37341627,0.08716382,0.25733352,0.36604327,0.06789657,0.3708123,0.2368721,0.33430123,0.09504026,0.0,0.08297254,1
